Ensembl Gene ID	Gene Symbol	Assigned Tier	Possible Tiers	Pharos Protein Family
ENSG00000139187.10	KLRG1	T5	T5	Other
ENSG00000198910.14	L1CAM	T5	T5	Other
ENSG00000167613.16	LAIR1	T5	T5	Other
ENSG00000185896.11	LAMP1	T5	T5	Other
ENSG00000005893.16	LAMP2	T5	T5	Other
ENSG00000115850.10	LCT	T5	T5	Enzyme
ENSG00000130164.14	LDLR	T5	T5	Other
ENSG00000116678.20	LEPR	T5	T5	Other
ENSG00000205213.14	LGR4	T5	T5	GPCR
ENSG00000128011.4	LRFN1	T5	T5	Other
ENSG00000123384.14	LRP1	T5	T5	Other
ENSG00000131409.13	LRRC4B	T5	T5	Other
ENSG00000090674.16	MCOLN1	T5	T5	Ion Channel
ENSG00000145794.17	MEGF10	T5	T5	Other
ENSG00000037749.12	MFAP3	T5	T5	Other
ENSG00000198948.12	MFAP3L	T5	T5	Other
ENSG00000204520.14	MICA	T5	T5	Other
ENSG00000204516.10	MICB	T5	T5	Other
ENSG00000271605.6	MILR1	T5	T5	Other
ENSG00000135517.9	MIP	T5	T5	Other
ENSG00000204420.10	MPIG6B	T5	T5	Other
ENSG00000158887.18	MPZ	T5	T5	Other
ENSG00000182170.3	MRGPRG	T5	T5	GPCR
ENSG00000181143.15	MUC16	T5	T5	Other
ENSG00000145113.22	MUC4	T5	T5	Other
ENSG00000138119.17	MYOF	T5	T5	Other
ENSG00000168060.16	NAALADL1	T5	T5	Enzyme
ENSG00000154654.15	NCAM2	T5	T5	Other
ENSG00000204475.10	NCR3	T5	T5	Other
ENSG00000188211.9	NCR3LG1	T5	T5	Other
ENSG00000110400.11	NECTIN1	T5	T5	Other
ENSG00000130202.10	NECTIN2	T5	T5	Other
ENSG00000177707.11	NECTIN3	T5	T5	Other
ENSG00000067141.17	NEO1	T5	T5	Other
ENSG00000163531.15	NFASC	T5	T5	Other
ENSG00000148400.12	NOTCH1	T5	T5	Other
ENSG00000134250.20	NOTCH2	T5	T5	Other
ENSG00000156642.17	NPTN	T5	T5	Other
ENSG00000204174.8	NPY4R	T5	T5	GPCR
ENSG00000091129.21	NRCAM	T5	T5	Other
ENSG00000173391.9	OLR1	T5	T5	Other
ENSG00000170790.5	OR10A2	T5	T5	oGPCR
ENSG00000170683.6	OR10A3	T5	T5	oGPCR
ENSG00000170782.3	OR10A4	T5	T5	oGPCR
ENSG00000279000.3	OR10A6	T5	T5	oGPCR
ENSG00000179919.3	OR10A7	T5	T5	oGPCR
ENSG00000172640.3	OR10AD1	T5	T5	oGPCR
ENSG00000174970.5	OR10AG1	T5	T5	oGPCR
ENSG00000206474.8	OR10C1	T5	T5	oGPCR
ENSG00000169208.2	OR10G3	T5	T5	oGPCR
ENSG00000254737.2	OR10G4	T5	T5	oGPCR
ENSG00000182634.8	OR10G7	T5	T5	oGPCR
ENSG00000236981.1	OR10G9	T5	T5	oGPCR
ENSG00000186723.4	OR10H1	T5	T5	oGPCR
ENSG00000171942.4	OR10H2	T5	T5	oGPCR
ENSG00000171936.2	OR10H3	T5	T5	oGPCR
ENSG00000176231.2	OR10H4	T5	T5	oGPCR
ENSG00000172519.9	OR10H5	T5	T5	oGPCR
ENSG00000196184.10	OR10J1	T5	T5	oGPCR
ENSG00000196266.5	OR10J3	T5	T5	oGPCR
ENSG00000184155.8	OR10J5	T5	T5	oGPCR
ENSG00000173285.4	OR10K1	T5	T5	oGPCR
ENSG00000180475.4	OR10Q1	T5	T5	oGPCR
ENSG00000198965.4	OR10R2	T5	T5	oGPCR
ENSG00000186306.1	OR10T2	T5	T5	oGPCR
ENSG00000172289.3	OR10V1	T5	T5	oGPCR
ENSG00000172772.3	OR10W1	T5	T5	oGPCR
ENSG00000279111.2	OR10X1	T5	T5	oGPCR
ENSG00000198967.4	OR10Z1	T5	T5	oGPCR
ENSG00000204694.11	OR11A1	T5	T5	oGPCR
ENSG00000196832.4	OR11G2	T5	T5	oGPCR
ENSG00000130538.5	OR11H1	T5	T5	oGPCR
ENSG00000176198.3	OR11H4	T5	T5	oGPCR
ENSG00000176219.3	OR11H6	T5	T5	oGPCR
ENSG00000197591.3	OR11L1	T5	T5	oGPCR
ENSG00000280236.3	OR12D2	T5	T5	oGPCR
ENSG00000204246.3	OR13C3	T5	T5	oGPCR
ENSG00000148136.5	OR13C4	T5	T5	oGPCR
ENSG00000277556.1	OR13C5	T5	T5	oGPCR
ENSG00000186943.1	OR13C8	T5	T5	oGPCR
ENSG00000136839.1	OR13C9	T5	T5	oGPCR
ENSG00000179055.7	OR13D1	T5	T5	oGPCR
ENSG00000186881.3	OR13F1	T5	T5	oGPCR
ENSG00000197437.4	OR13G1	T5	T5	oGPCR
ENSG00000171054.8	OR13H1	T5	T5	oGPCR
ENSG00000196772.4	OR14A16	T5	T5	oGPCR
ENSG00000241128.2	OR14A2	T5	T5	oGPCR
ENSG00000177174.1	OR14C36	T5	T5	oGPCR
ENSG00000189181.5	OR14I1	T5	T5	oGPCR
ENSG00000153230.4	OR14K1	T5	T5	oGPCR
ENSG00000172150.4	OR1A2	T5	T5	oGPCR
ENSG00000280094.2	OR1B1	T5	T5	oGPCR
ENSG00000180016.2	OR1E1	T5	T5	oGPCR
ENSG00000127780.3	OR1E2	T5	T5	oGPCR
ENSG00000168124.2	OR1F1	T5	T5	oGPCR
ENSG00000183024.3	OR1G1	T5	T5	oGPCR
ENSG00000094661.3	OR1I1	T5	T5	oGPCR
ENSG00000239590.1	OR1J4	T5	T5	oGPCR
ENSG00000165204.3	OR1K1	T5	T5	oGPCR
ENSG00000173679.2	OR1L1	T5	T5	oGPCR
ENSG00000171481.4	OR1L3	T5	T5	oGPCR
ENSG00000136939.1	OR1L4	T5	T5	oGPCR
ENSG00000171459.4	OR1L6	T5	T5	oGPCR
ENSG00000171505.5	OR1N1	T5	T5	oGPCR
ENSG00000171501.10	OR1N2	T5	T5	oGPCR
ENSG00000280204.3	OR1S1	T5	T5	oGPCR
ENSG00000197887.4	OR1S2	T5	T5	oGPCR
ENSG00000221970.2	OR2A1	T5	T5	oGPCR
ENSG00000221858.3	OR2A12	T5	T5	oGPCR
ENSG00000221938.5	OR2A14	T5	T5	oGPCR
ENSG00000221989.2	OR2A2	T5	T5	oGPCR
ENSG00000221933.3	OR2A25	T5	T5	oGPCR
ENSG00000180658.4	OR2A4	T5	T5	oGPCR
ENSG00000221836.3	OR2A5	T5	T5	oGPCR
ENSG00000243896.4	OR2A7	T5	T5	oGPCR
ENSG00000244623.1	OR2AE1	T5	T5	oGPCR
ENSG00000279486.5	OR2AG1	T5	T5	oGPCR
ENSG00000188124.3	OR2AG2	T5	T5	oGPCR
ENSG00000177275.4	OR2AJ1	T5	T5	oGPCR
ENSG00000187080.10	OR2AK2	T5	T5	oGPCR
ENSG00000179615.2	OR2AP1	T5	T5	oGPCR
ENSG00000171561.4	OR2AT4	T5	T5	oGPCR
ENSG00000168131.4	OR2B2	T5	T5	oGPCR
ENSG00000204703.5	OR2B3	T5	T5	oGPCR
ENSG00000124657.1	OR2B6	T5	T5	oGPCR
ENSG00000168158.4	OR2C1	T5	T5	oGPCR
ENSG00000196242.10	OR2C3	T5	T5	oGPCR
ENSG00000166368.2	OR2D2	T5	T5	oGPCR
ENSG00000178358.4	OR2D3	T5	T5	oGPCR
ENSG00000213215.5	OR2F1	T5	T5	oGPCR
ENSG00000221910.2	OR2F2	T5	T5	oGPCR
ENSG00000177489.1	OR2G2	T5	T5	oGPCR
ENSG00000177476.3	OR2G3	T5	T5	oGPCR
ENSG00000188558.6	OR2G6	T5	T5	oGPCR
ENSG00000204657.4	OR2H2	T5	T5	oGPCR
ENSG00000204702.5	OR2J1	T5	T5	oGPCR
ENSG00000204700.5	OR2J2	T5	T5	oGPCR
ENSG00000204701.2	OR2J3	T5	T5	oGPCR
ENSG00000171133.3	OR2K2	T5	T5	oGPCR
ENSG00000196071.5	OR2L13	T5	T5	oGPCR
ENSG00000203663.4	OR2L2	T5	T5	oGPCR
ENSG00000198128.4	OR2L3	T5	T5	oGPCR
ENSG00000197454.2	OR2L5	T5	T5	oGPCR
ENSG00000279263.1	OR2L8	T5	T5	oGPCR
ENSG00000198601.3	OR2M2	T5	T5	oGPCR
ENSG00000228198.3	OR2M3	T5	T5	oGPCR
ENSG00000171180.2	OR2M4	T5	T5	oGPCR
ENSG00000162727.3	OR2M5	T5	T5	oGPCR
ENSG00000177186.3	OR2M7	T5	T5	oGPCR
ENSG00000278889.4	OR2S2	T5	T5	oGPCR
ENSG00000175143.4	OR2T1	T5	T5	oGPCR
ENSG00000279301.4	OR2T11	T5	T5	oGPCR
ENSG00000177201.2	OR2T12	T5	T5	oGPCR
ENSG00000196240.4	OR2T2	T5	T5	oGPCR
ENSG00000187701.4	OR2T27	T5	T5	oGPCR
ENSG00000177212.4	OR2T33	T5	T5	oGPCR
ENSG00000177151.4	OR2T35	T5	T5	oGPCR
ENSG00000196944.4	OR2T4	T5	T5	oGPCR
ENSG00000203661.4	OR2T5	T5	T5	oGPCR
ENSG00000198104.3	OR2T6	T5	T5	oGPCR
ENSG00000177462.7	OR2T8	T5	T5	oGPCR
ENSG00000185372.3	OR2V1	T5	T5	oGPCR
ENSG00000204704.2	OR2W1	T5	T5	oGPCR
ENSG00000238243.3	OR2W3	T5	T5	oGPCR
ENSG00000174339.2	OR2Y1	T5	T5	oGPCR
ENSG00000181733.3	OR2Z1	T5	T5	oGPCR
ENSG00000180090.5	OR3A1	T5	T5	oGPCR
ENSG00000221882.3	OR3A2	T5	T5	oGPCR
ENSG00000159961.2	OR3A3	T5	T5	oGPCR
ENSG00000181958.4	OR4A15	T5	T5	oGPCR
ENSG00000237388.2	OR4A47	T5	T5	oGPCR
ENSG00000221840.4	OR4A5	T5	T5	oGPCR
ENSG00000175619.3	OR4B1	T5	T5	oGPCR
ENSG00000172188.5	OR4C11	T5	T5	oGPCR
ENSG00000221954.2	OR4C12	T5	T5	oGPCR
ENSG00000181939.3	OR4C15	T5	T5	oGPCR
ENSG00000176547.10	OR4C3	T5	T5	oGPCR
ENSG00000185926.1	OR4C46	T5	T5	oGPCR
ENSG00000176540.3	OR4C5	T5	T5	oGPCR
ENSG00000181903.5	OR4C6	T5	T5	oGPCR
ENSG00000141194.6	OR4D1	T5	T5	oGPCR
ENSG00000176200.1	OR4D11	T5	T5	oGPCR
ENSG00000171014.2	OR4D5	T5	T5	oGPCR
ENSG00000166884.2	OR4D6	T5	T5	oGPCR
ENSG00000221977.2	OR4E2	T5	T5	oGPCR
ENSG00000182854.8	OR4F15	T5	T5	oGPCR
ENSG00000176269.3	OR4F21	T5	T5	oGPCR
ENSG00000230178.1	OR4F3	T5	T5	oGPCR
ENSG00000184140.6	OR4F6	T5	T5	oGPCR
ENSG00000155249.5	OR4K1	T5	T5	oGPCR
ENSG00000176253.3	OR4K13	T5	T5	oGPCR
ENSG00000169484.3	OR4K14	T5	T5	oGPCR
ENSG00000165762.3	OR4K2	T5	T5	oGPCR
ENSG00000176246.1	OR4L1	T5	T5	oGPCR
ENSG00000176299.5	OR4M1	T5	T5	oGPCR
ENSG00000274102.2	OR4M2	T5	T5	oGPCR
ENSG00000176294.6	OR4N2	T5	T5	oGPCR
ENSG00000183706.5	OR4N4	T5	T5	oGPCR
ENSG00000184394.2	OR4N5	T5	T5	oGPCR
ENSG00000181927.3	OR4P4	T5	T5	oGPCR
ENSG00000182652.3	OR4Q3	T5	T5	oGPCR
ENSG00000176555.1	OR4S1	T5	T5	oGPCR
ENSG00000174982.3	OR4S2	T5	T5	oGPCR
ENSG00000176567.1	OR4X1	T5	T5	oGPCR
ENSG00000172208.6	OR4X2	T5	T5	oGPCR
ENSG00000205496.1	OR51A2	T5	T5	oGPCR
ENSG00000205497.4	OR51A4	T5	T5	oGPCR
ENSG00000176895.9	OR51A7	T5	T5	oGPCR
ENSG00000279012.2	OR51B2	T5	T5	oGPCR
ENSG00000183251.4	OR51B4	T5	T5	oGPCR
ENSG00000167355.8	OR51B5	T5	T5	oGPCR
ENSG00000176239.7	OR51B6	T5	T5	oGPCR
ENSG00000197428.3	OR51D1	T5	T5	oGPCR
ENSG00000176925.7	OR51F2	T5	T5	oGPCR
ENSG00000278870.2	OR51G1	T5	T5	oGPCR
ENSG00000176893.5	OR51G2	T5	T5	oGPCR
ENSG00000167359.8	OR51I1	T5	T5	oGPCR
ENSG00000187918.5	OR51I2	T5	T5	oGPCR
ENSG00000176798.2	OR51L1	T5	T5	oGPCR
ENSG00000184698.5	OR51M1	T5	T5	oGPCR
ENSG00000167360.6	OR51Q1	T5	T5	oGPCR
ENSG00000176922.4	OR51S1	T5	T5	oGPCR
ENSG00000176900.2	OR51T1	T5	T5	oGPCR
ENSG00000176742.2	OR51V1	T5	T5	oGPCR
ENSG00000182070.5	OR52A1	T5	T5	oGPCR
ENSG00000171944.2	OR52A5	T5	T5	oGPCR
ENSG00000221996.6	OR52B4	T5	T5	oGPCR
ENSG00000187747.2	OR52B6	T5	T5	oGPCR
ENSG00000181609.5	OR52D1	T5	T5	oGPCR
ENSG00000176787.2	OR52E2	T5	T5	oGPCR
ENSG00000180974.4	OR52E4	T5	T5	oGPCR
ENSG00000205409.3	OR52E6	T5	T5	oGPCR
ENSG00000181616.9	OR52H1	T5	T5	oGPCR
ENSG00000226288.2	OR52I2	T5	T5	oGPCR
ENSG00000205495.1	OR52J3	T5	T5	oGPCR
ENSG00000196778.3	OR52K1	T5	T5	oGPCR
ENSG00000181963.5	OR52K2	T5	T5	oGPCR
ENSG00000183313.4	OR52L1	T5	T5	oGPCR
ENSG00000181001.2	OR52N1	T5	T5	oGPCR
ENSG00000180988.2	OR52N2	T5	T5	oGPCR
ENSG00000181074.4	OR52N4	T5	T5	oGPCR
ENSG00000181009.5	OR52N5	T5	T5	oGPCR
ENSG00000175485.2	OR52W1	T5	T5	oGPCR
ENSG00000180934.6	OR56A1	T5	T5	oGPCR
ENSG00000184478.7	OR56A3	T5	T5	oGPCR
ENSG00000183389.5	OR56A4	T5	T5	oGPCR
ENSG00000181023.8	OR56B1	T5	T5	oGPCR
ENSG00000180919.3	OR56B4	T5	T5	oGPCR
ENSG00000172320.3	OR5A1	T5	T5	oGPCR
ENSG00000172324.5	OR5A2	T5	T5	oGPCR
ENSG00000196578.4	OR5AC2	T5	T5	oGPCR
ENSG00000181273.2	OR5AK2	T5	T5	oGPCR
ENSG00000176495.3	OR5AN1	T5	T5	oGPCR
ENSG00000172464.3	OR5AP2	T5	T5	oGPCR
ENSG00000172459.4	OR5AR1	T5	T5	oGPCR
ENSG00000169327.5	OR5AU1	T5	T5	oGPCR
ENSG00000172362.3	OR5B12	T5	T5	oGPCR
ENSG00000197786.3	OR5B17	T5	T5	oGPCR
ENSG00000172365.3	OR5B2	T5	T5	oGPCR
ENSG00000198283.2	OR5B21	T5	T5	oGPCR
ENSG00000172769.3	OR5B3	T5	T5	oGPCR
ENSG00000148215.4	OR5C1	T5	T5	oGPCR
ENSG00000279761.2	OR5D13	T5	T5	oGPCR
ENSG00000186113.1	OR5D14	T5	T5	oGPCR
ENSG00000205029.1	OR5D16	T5	T5	oGPCR
ENSG00000186119.8	OR5D18	T5	T5	oGPCR
ENSG00000149133.1	OR5F1	T5	T5	oGPCR
ENSG00000231192.2	OR5H1	T5	T5	oGPCR
ENSG00000236032.3	OR5H14	T5	T5	oGPCR
ENSG00000233412.5	OR5H15	T5	T5	oGPCR
ENSG00000197938.5	OR5H2	T5	T5	oGPCR
ENSG00000230301.6	OR5H6	T5	T5	oGPCR
ENSG00000167825.3	OR5I1	T5	T5	oGPCR
ENSG00000174957.1	OR5J2	T5	T5	oGPCR
ENSG00000232382.2	OR5K1	T5	T5	oGPCR
ENSG00000231861.2	OR5K2	T5	T5	oGPCR
ENSG00000206536.1	OR5K3	T5	T5	oGPCR
ENSG00000196098.2	OR5K4	T5	T5	oGPCR
ENSG00000279395.3	OR5L1	T5	T5	oGPCR
ENSG00000205030.1	OR5L2	T5	T5	oGPCR
ENSG00000174937.4	OR5M3	T5	T5	oGPCR
ENSG00000181371.4	OR5M8	T5	T5	oGPCR
ENSG00000150269.1	OR5M9	T5	T5	oGPCR
ENSG00000183303.2	OR5P2	T5	T5	oGPCR
ENSG00000182334.2	OR5P3	T5	T5	oGPCR
ENSG00000279961.2	OR5R1	T5	T5	oGPCR
ENSG00000181698.4	OR5T1	T5	T5	oGPCR
ENSG00000181718.6	OR5T2	T5	T5	oGPCR
ENSG00000172489.6	OR5T3	T5	T5	oGPCR
ENSG00000243729.4	OR5V1	T5	T5	oGPCR
ENSG00000187612.1	OR5W2	T5	T5	oGPCR
ENSG00000184933.5	OR6A2	T5	T5	oGPCR
ENSG00000221813.4	OR6B1	T5	T5	oGPCR
ENSG00000178586.5	OR6B3	T5	T5	oGPCR
ENSG00000205330.4	OR6C1	T5	T5	oGPCR
ENSG00000179695.2	OR6C2	T5	T5	oGPCR
ENSG00000205329.2	OR6C3	T5	T5	oGPCR
ENSG00000179626.4	OR6C4	T5	T5	oGPCR
ENSG00000188324.4	OR6C6	T5	T5	oGPCR
ENSG00000205328.2	OR6C65	T5	T5	oGPCR
ENSG00000184954.4	OR6C70	T5	T5	oGPCR
ENSG00000197706.3	OR6C74	T5	T5	oGPCR
ENSG00000187857.4	OR6C75	T5	T5	oGPCR
ENSG00000185821.3	OR6C76	T5	T5	oGPCR
ENSG00000169214.4	OR6F1	T5	T5	oGPCR
ENSG00000196171.3	OR6K2	T5	T5	oGPCR
ENSG00000203757.2	OR6K3	T5	T5	oGPCR
ENSG00000180433.5	OR6K6	T5	T5	oGPCR
ENSG00000196099.4	OR6M1	T5	T5	oGPCR
ENSG00000197403.4	OR6N1	T5	T5	oGPCR
ENSG00000188340.2	OR6N2	T5	T5	oGPCR
ENSG00000186440.2	OR6P1	T5	T5	oGPCR
ENSG00000279051.4	OR6Q1	T5	T5	oGPCR
ENSG00000181803.3	OR6S1	T5	T5	oGPCR
ENSG00000181499.2	OR6T1	T5	T5	oGPCR
ENSG00000225781.1	OR6V1	T5	T5	oGPCR
ENSG00000221931.2	OR6X1	T5	T5	oGPCR
ENSG00000197532.2	OR6Y1	T5	T5	oGPCR
ENSG00000127515.2	OR7A10	T5	T5	oGPCR
ENSG00000185385.4	OR7A17	T5	T5	oGPCR
ENSG00000188269.9	OR7A5	T5	T5	oGPCR
ENSG00000127530.4	OR7C1	T5	T5	oGPCR
ENSG00000127529.7	OR7C2	T5	T5	oGPCR
ENSG00000188000.5	OR7D2	T5	T5	oGPCR
ENSG00000174667.4	OR7D4	T5	T5	oGPCR
ENSG00000237521.3	OR7E24	T5	T5	oGPCR
ENSG00000170920.2	OR7G3	T5	T5	oGPCR
ENSG00000196119.8	OR8A1	T5	T5	oGPCR
ENSG00000284680.1	OR8B2	T5	T5	oGPCR
ENSG00000284609.1	OR8B3	T5	T5	oGPCR
ENSG00000280090.2	OR8B4	T5	T5	oGPCR
ENSG00000197125.3	OR8B8	T5	T5	oGPCR
ENSG00000196341.3	OR8D1	T5	T5	oGPCR
ENSG00000279116.2	OR8D2	T5	T5	oGPCR
ENSG00000181518.4	OR8D4	T5	T5	oGPCR
ENSG00000181693.8	OR8H1	T5	T5	oGPCR
ENSG00000181767.3	OR8H2	T5	T5	oGPCR
ENSG00000172154.10	OR8I2	T5	T5	oGPCR
ENSG00000172487.4	OR8J1	T5	T5	oGPCR
ENSG00000167822.2	OR8J3	T5	T5	oGPCR
ENSG00000150261.4	OR8K1	T5	T5	oGPCR
ENSG00000280314.3	OR8K3	T5	T5	oGPCR
ENSG00000181752.3	OR8K5	T5	T5	oGPCR
ENSG00000284723.1	OR8S1	T5	T5	oGPCR
ENSG00000172199.1	OR8U1	T5	T5	oGPCR
ENSG00000179468.5	OR9A2	T5	T5	oGPCR
ENSG00000174914.2	OR9G1	T5	T5	oGPCR
ENSG00000172457.6	OR9G4	T5	T5	oGPCR
ENSG00000172377.2	OR9I1	T5	T5	oGPCR
ENSG00000170605.6	OR9K2	T5	T5	oGPCR
ENSG00000186509.4	OR9Q1	T5	T5	oGPCR
ENSG00000186513.3	OR9Q2	T5	T5	oGPCR
ENSG00000244165.2	P2RY11	T5	T5	GPCR
ENSG00000110218.9	PANX1	T5	T5	Ion Channel
ENSG00000169116.11	PARM1	T5	T5	Other
ENSG00000156453.13	PCDH1	T5	T5	Other
ENSG00000113555.5	PCDH12	T5	T5	Other
ENSG00000150275.18	PCDH15	T5	T5	Other
ENSG00000118946.12	PCDH17	T5	T5	Other
ENSG00000189184.11	PCDH18	T5	T5	Other
ENSG00000165194.15	PCDH19	T5	T5	Other
ENSG00000280165.1	PCDH20	T5	T5	Other
ENSG00000169851.15	PCDH7	T5	T5	Other
ENSG00000136099.13	PCDH8	T5	T5	Other
ENSG00000184226.15	PCDH9	T5	T5	Other
ENSG00000250120.8	PCDHA10	T5	T5	Other
ENSG00000249158.7	PCDHA11	T5	T5	Other
ENSG00000081842.18	PCDHA6	T5	T5	Other
ENSG00000253159.3	PCDHGA12	T5	T5	Other
ENSG00000261934.2	PCDHGA9	T5	T5	Other
ENSG00000254221.2	PCDHGB1	T5	T5	Other
ENSG00000253953.2	PCDHGB4	T5	T5	Other
ENSG00000276547.1	PCDHGB5	T5	T5	Other
ENSG00000254122.3	PCDHGB7	T5	T5	Other
ENSG00000240184.7	PCDHGC3	T5	T5	Other
ENSG00000240764.4	PCDHGC5	T5	T5	Other
ENSG00000197646.8	PDCD1LG2	T5	T5	Other
ENSG00000187800.13	PEAR1	T5	T5	Other
ENSG00000261371.6	PECAM1	T5	T5	Other
ENSG00000129925.11	PGAP6	T5	T5	Other
ENSG00000103335.22	PIEZO1	T5	T5	Ion Channel
ENSG00000085514.16	PILRA	T5	T5	Other
ENSG00000153246.13	PLA2R1	T5	T5	Enzyme
ENSG00000067113.17	PLPP1	T5	T5	Enzyme
ENSG00000162407.9	PLPP3	T5	T5	Enzyme
ENSG00000130300.9	PLVAP	T5	T5	Other
ENSG00000161381.14	PLXDC1	T5	T5	Other
ENSG00000114554.11	PLXNA1	T5	T5	Other
ENSG00000076356.7	PLXNA2	T5	T5	Other
ENSG00000130827.6	PLXNA3	T5	T5	Other
ENSG00000221866.9	PLXNA4	T5	T5	Other
ENSG00000164050.13	PLXNB1	T5	T5	Other
ENSG00000196576.15	PLXNB2	T5	T5	Other
ENSG00000198753.12	PLXNB3	T5	T5	Other
ENSG00000004399.12	PLXND1	T5	T5	Other
ENSG00000128567.17	PODXL	T5	T5	Other
ENSG00000007062.11	PROM1	T5	T5	Other
ENSG00000155066.16	PROM2	T5	T5	Other
ENSG00000165186.12	PTCHD1	T5	T5	Other
ENSG00000152894.14	PTPRK	T5	T5	Enzyme
ENSG00000173482.16	PTPRM	T5	T5	Enzyme
ENSG00000060656.20	PTPRU	T5	T5	Enzyme
ENSG00000073008.15	PVR	T5	T5	Other
ENSG00000165661.17	QSOX2	T5	T5	Enzyme
ENSG00000122679.8	RAMP3	T5	T5	Other
ENSG00000181826.10	RELL1	T5	T5	Other
ENSG00000129667.12	RHBDF2	T5	T5	Enzyme
ENSG00000158315.11	RHBDL2	T5	T5	Enzyme
ENSG00000140519.14	RHCG	T5	T5	Other
ENSG00000168079.17	SCARA5	T5	T5	Other
ENSG00000073060.16	SCARB1	T5	T5	Other
ENSG00000196189.13	SEMA4A	T5	T5	Other
ENSG00000168758.11	SEMA4C	T5	T5	Other
ENSG00000095539.15	SEMA4G	T5	T5	Other
ENSG00000092421.16	SEMA6A	T5	T5	Other
ENSG00000167680.16	SEMA6B	T5	T5	Other
ENSG00000143434.15	SEMA6C	T5	T5	Other
ENSG00000174938.14	SEZ6L2	T5	T5	Other
ENSG00000163069.13	SGCB	T5	T5	Other
ENSG00000170624.13	SGCD	T5	T5	Other
ENSG00000127990.19	SGCE	T5	T5	Other
ENSG00000185053.14	SGCZ	T5	T5	Other
ENSG00000088827.12	SIGLEC1	T5	T5	Other
ENSG00000142512.15	SIGLEC10	T5	T5	Other
ENSG00000105492.16	SIGLEC6	T5	T5	Other
ENSG00000137078.9	SIT1	T5	T5	Other
ENSG00000117090.15	SLAMF1	T5	T5	Other
ENSG00000162739.14	SLAMF6	T5	T5	Other
ENSG00000132874.15	SLC14A2	T5	T5	Transporter
ENSG00000168679.18	SLC16A4	T5	T5	Transporter
ENSG00000170190.16	SLC16A5	T5	T5	Transporter
ENSG00000108932.12	SLC16A6	T5	T5	Transporter
ENSG00000118596.12	SLC16A7	T5	T5	Transporter
ENSG00000100156.10	SLC16A8	T5	T5	Transporter
ENSG00000175003.15	SLC22A1	T5	T5	Transporter
ENSG00000004809.14	SLC22A16	T5	T5	Transporter
ENSG00000092096.17	SLC22A17	T5	T5	Transporter
ENSG00000089057.15	SLC23A2	T5	T5	Transporter
ENSG00000091137.14	SLC26A4	T5	T5	Transporter
ENSG00000170615.15	SLC26A5	T5	T5	Transporter
ENSG00000174669.12	SLC29A2	T5	T5	Transporter
ENSG00000164638.10	SLC29A4	T5	T5	Transporter
ENSG00000117394.23	SLC2A1	T5	T5	Transporter
ENSG00000181856.15	SLC2A4	T5	T5	Transporter
ENSG00000136868.11	SLC31A1	T5	T5	Transporter
ENSG00000104635.14	SLC39A14	T5	T5	Transporter
ENSG00000165794.10	SLC39A2	T5	T5	Transporter
ENSG00000141424.13	SLC39A6	T5	T5	Transporter
ENSG00000133065.11	SLC41A1	T5	T5	Transporter
ENSG00000114544.16	SLC41A3	T5	T5	Transporter
ENSG00000070214.16	SLC44A1	T5	T5	Transporter
ENSG00000076351.13	SLC46A1	T5	T5	Transporter
ENSG00000004939.15	SLC4A1	T5	T5	Transporter
ENSG00000033867.16	SLC4A7	T5	T5	Transporter
ENSG00000163959.10	SLC51A	T5	T5	Transporter
ENSG00000186198.4	SLC51B	T5	T5	Transporter
ENSG00000132517.15	SLC52A1	T5	T5	Transporter
ENSG00000185803.11	SLC52A2	T5	T5	Transporter
ENSG00000101276.17	SLC52A3	T5	T5	Transporter
ENSG00000089060.11	SLC8B1	T5	T5	Transporter
ENSG00000084453.16	SLCO1A2	T5	T5	Transporter
ENSG00000174640.15	SLCO2A1	T5	T5	Transporter
ENSG00000176463.14	SLCO3A1	T5	T5	Transporter
ENSG00000101187.16	SLCO4A1	T5	T5	Transporter
ENSG00000173930.9	SLCO4C1	T5	T5	Transporter
ENSG00000137571.11	SLCO5A1	T5	T5	Transporter
ENSG00000205359.10	SLCO6A1	T5	T5	Transporter
ENSG00000184564.11	SLITRK6	T5	T5	Other
ENSG00000134243.12	SORT1	T5	T5	Other
ENSG00000138600.10	SPPL2A	T5	T5	Enzyme
ENSG00000127954.12	STEAP4	T5	T5	Enzyme
ENSG00000167323.11	STIM1	T5	T5	Other
ENSG00000099994.11	SUSD2	T5	T5	Other
ENSG00000009694.13	TENM1	T5	T5	Other
ENSG00000145934.16	TENM2	T5	T5	Other
ENSG00000069702.11	TGFBR3	T5	T5	Other
ENSG00000005108.16	THSD7A	T5	T5	Other
ENSG00000181847.12	TIGIT	T5	T5	Other
ENSG00000174125.8	TLR1	T5	T5	Other
ENSG00000064115.11	TM7SF3	T5	T5	Other
ENSG00000241697.5	TMEFF1	T5	T5	Other
ENSG00000205084.11	TMEM231	T5	T5	Other
ENSG00000149582.16	TMEM25	T5	T5	Other
ENSG00000167664.8	TMIGD2	T5	T5	Other
ENSG00000166682.13	TMPRSS5	T5	T5	Enzyme
ENSG00000141655.17	TNFRSF11A	T5	T5	Other
ENSG00000067182.8	TNFRSF1A	T5	T5	Other
ENSG00000028137.19	TNFRSF1B	T5	T5	Other
ENSG00000146072.6	TNFRSF21	T5	T5	Other
ENSG00000215788.10	TNFRSF25	T5	T5	Other
ENSG00000120337.8	TNFSF18	T5	T5	Other
